,Text,Tweet Id,no_contract,tokenized,lower_case,punctuation_removed,stopwords_removed,Text_Cleaned,Target
4486,RT I tried my best 😣😣😣#iPhoneXSMax https://t.co/YReyyFcazy,1043373402759876608,RT I tried my best 😣😣😣#iPhoneXSMax https://t.co/YReyyFcazy,"['RT', 'I', 'tried', 'my', 'best', '😣😣😣', '#', 'iPhoneXSMax', 'https', ':', '//t.co/YReyyFcazy']","['rt', 'i', 'tried', 'my', 'best', '😣😣😣', '#', 'iphonexsmax', 'https', ':', '//t.co/yreyyfcazy']","['rt', 'i', 'tried', 'my', 'best', '😣😣😣', 'iphonexsmax', 'https', '//t.co/yreyyfcazy']","['rt', 'tried', 'best', '😣😣😣', 'iphonexsmax', '//t.co/yreyyfcazy']",rt tried best 😣😣😣 iphonexsmax //t.co/yreyyfcazy,0
6309,RT NEW VIDEO!!! iPhone XS Max Unboxing // Apple is so Cheap!!😠https://t.co/IlT4X4FhUh Retweets Appreciated! 🔥🔥,1043244148642463744,RT NEW VIDEO!!! iPhone XS Max Unboxing // Apple is so Cheap!!😠https://t.co/IlT4X4FhUh Retweets Appreciated! 🔥🔥,"['RT', 'NEW', 'VIDEO', '!', '!', '!', 'iPhone', 'XS', 'Max', 'Unboxing', '//', 'Apple', 'is', 'so', 'Cheap', '!', '!', '😠https', ':', '//t.co/IlT4X4FhUh', 'Retweets', 'Appreciated', '!', '🔥🔥']","['rt', 'new', 'video', '!', '!', '!', 'iphone', 'xs', 'max', 'unboxing', '//', 'apple', 'is', 'so', 'cheap', '!', '!', '😠https', ':', '//t.co/ilt4x4fhuh', 'retweets', 'appreciated', '!', '🔥🔥']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'unboxing', '//', 'apple', 'is', 'so', 'cheap', '😠https', '//t.co/ilt4x4fhuh', 'retweets', 'appreciated', '🔥🔥']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'unboxing', '//', 'apple', 'cheap', '😠https', '//t.co/ilt4x4fhuh', 'retweets', 'appreciated', '🔥🔥']",rt new video iphone xs max unboxing // apple cheap 😠https //t.co/ilt4x4fhuh retweets appreciated 🔥🔥,0
14193,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042455441890992128,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
10683,RT The first new iPhones in the world have walked out the door in Sydney https://t.co/7xP…,1042996249262080000,RT The first new iPhones in the world have walked out the door in Sydney https://t.co/7xP…,"['RT', 'The', 'first', 'new', 'iPhones', 'in', 'the', 'world', 'have', 'walked', 'out', 'the', 'door', 'in', 'Sydney', 'https', ':', '//t.co/7xP…']","['rt', 'the', 'first', 'new', 'iphones', 'in', 'the', 'world', 'have', 'walked', 'out', 'the', 'door', 'in', 'sydney', 'https', ':', '//t.co/7xp…']","['rt', 'the', 'first', 'new', 'iphones', 'in', 'the', 'world', 'have', 'walked', 'out', 'the', 'door', 'in', 'sydney', 'https', '//t.co/7xp…']","['rt', 'first', 'new', 'iphones', 'world', 'walked', 'door', 'sydney', '//t.co/7xp…']",rt first new iphones world walked door sydney //t.co/7xp…,0
13780,RT They're Here....Animated EmojiOne™ Smileys. 💯 F͙R͙E͙E͙ ‼️ with NoVu version 1.4.6 ⁠⁠ ⁠#iPhoneXC,1042498510564802561,RT they are Here....Animated EmojiOne™ Smileys. 💯 F͙R͙E͙E͙ ‼️ with NoVu version 1.4.6 ⁠⁠ ⁠#iPhoneXC,"['RT', 'they', 'are', 'Here', '....', 'Animated', 'EmojiOne™', 'Smileys', '.', '💯', 'F͙R͙E͙E͙', '‼️', 'with', 'NoVu', 'version', '1.4.6', '\u2060\u2060', '\u2060', '#', 'iPhoneXC']","['rt', 'they', 'are', 'here', '....', 'animated', 'emojione™', 'smileys', '.', '💯', 'f͙r͙e͙e͙', '‼️', 'with', 'novu', 'version', '1.4.6', '\u2060\u2060', '\u2060', '#', 'iphonexc']","['rt', 'they', 'are', 'here', '....', 'animated', 'emojione™', 'smileys', '💯', 'f͙r͙e͙e͙', '‼️', 'with', 'novu', 'version', '1.4.6', '\u2060\u2060', '\u2060', 'iphonexc']","['rt', '....', 'animated', 'emojione™', 'smileys', '💯', 'f͙r͙e͙e͙', '‼️', 'novu', 'version', '1.4.6', '\u2060\u2060', '\u2060', 'iphonexc']",rt .... animated emojione™ smileys 💯 f͙r͙e͙e͙ ‼️ novu version 1.4.6 ⁠⁠ ⁠ iphonexc,0
2611,RT My bank account trying to convince me I don’t need any of the new iPhones. “Your 7 Plus works just fine dude. P…,1043603164476465152,RT My bank account trying to convince me I do not need any of the new iPhones. “Your 7 Plus works just fine dude. P…,"['RT', 'My', 'bank', 'account', 'trying', 'to', 'convince', 'me', 'I', 'do', 'not', 'need', 'any', 'of', 'the', 'new', 'iPhones', '.', '“', 'Your', '7', 'Plus', 'works', 'just', 'fine', 'dude', '.', 'P…']","['rt', 'my', 'bank', 'account', 'trying', 'to', 'convince', 'me', 'i', 'do', 'not', 'need', 'any', 'of', 'the', 'new', 'iphones', '.', '“', 'your', '7', 'plus', 'works', 'just', 'fine', 'dude', '.', 'p…']","['rt', 'my', 'bank', 'account', 'trying', 'to', 'convince', 'me', 'i', 'do', 'not', 'need', 'any', 'of', 'the', 'new', 'iphones', '“', 'your', '7', 'plus', 'works', 'just', 'fine', 'dude', 'p…']","['rt', 'bank', 'account', 'trying', 'convince', 'need', 'new', 'iphones', '“', '7', 'plus', 'works', 'fine', 'dude', 'p…']",rt bank account trying convince need new iphones “ 7 plus works fine dude p…,0
7579,RT Yeaaaaah baby https://t.co/uG6Mji04EU,1043183967883546624,RT Yeaaaaah baby https://t.co/uG6Mji04EU,"['RT', 'Yeaaaaah', 'baby', 'https', ':', '//t.co/uG6Mji04EU']","['rt', 'yeaaaaah', 'baby', 'https', ':', '//t.co/ug6mji04eu']","['rt', 'yeaaaaah', 'baby', 'https', '//t.co/ug6mji04eu']","['rt', 'yeaaaaah', 'baby', '//t.co/ug6mji04eu']",rt yeaaaaah baby //t.co/ug6mji04eu,0
4394,"RT Is $1,100 too much for , ? Get an older one for less https://t.co/Gnpuo2roc0",1043385705693626368,"RT Is $1,100 too much for , ? Get an older one for less https://t.co/Gnpuo2roc0","['RT', 'Is', '$', '1,100', 'too', 'much', 'for', ',', '?', 'Get', 'an', 'older', 'one', 'for', 'less', 'https', ':', '//t.co/Gnpuo2roc0']","['rt', 'is', '$', '1,100', 'too', 'much', 'for', ',', '?', 'get', 'an', 'older', 'one', 'for', 'less', 'https', ':', '//t.co/gnpuo2roc0']","['rt', 'is', '1,100', 'too', 'much', 'for', 'get', 'an', 'older', 'one', 'for', 'less', 'https', '//t.co/gnpuo2roc0']","['rt', '1,100', 'much', 'get', 'older', 'one', 'less', '//t.co/gnpuo2roc0']","rt 1,100 much get older one less //t.co/gnpuo2roc0",0
4495,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,1043371804742615041,RT New Video - iPhone XS Max - GOLD - Unboxing + Giveaway! https://t.co/t8UZXfjHiG via,"['RT', 'New', 'Video', '-', 'iPhone', 'XS', 'Max', '-', 'GOLD', '-', 'Unboxing', '+', 'Giveaway', '!', 'https', ':', '//t.co/t8UZXfjHiG', 'via']","['rt', 'new', 'video', '-', 'iphone', 'xs', 'max', '-', 'gold', '-', 'unboxing', '+', 'giveaway', '!', 'https', ':', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', 'https', '//t.co/t8uzxfjhig', 'via']","['rt', 'new', 'video', 'iphone', 'xs', 'max', 'gold', 'unboxing', 'giveaway', '//t.co/t8uzxfjhig', 'via']",rt new video iphone xs max gold unboxing giveaway //t.co/t8uzxfjhig via,0
5862,RT I’m so happy now😊 https://t.co/E2Zz8JmMvm,1043268222840012800,RT I am so happy now😊 https://t.co/E2Zz8JmMvm,"['RT', 'I', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/E2Zz8JmMvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', ':', '//t.co/e2zz8jmmvm']","['rt', 'i', 'am', 'so', 'happy', 'now😊', 'https', '//t.co/e2zz8jmmvm']","['rt', 'happy', 'now😊', '//t.co/e2zz8jmmvm']",rt happy now😊 //t.co/e2zz8jmmvm,0
9860,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1043074825923612672,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
5878,Just got a if I order a skin would you guys send someone out to put it on for me?,1043267544616976390,Just got a if I order a skin would you guys send someone out to put it on for me?,"['Just', 'got', 'a', 'if', 'I', 'order', 'a', 'skin', 'would', 'you', 'guys', 'send', 'someone', 'out', 'to', 'put', 'it', 'on', 'for', 'me', '?']","['just', 'got', 'a', 'if', 'i', 'order', 'a', 'skin', 'would', 'you', 'guys', 'send', 'someone', 'out', 'to', 'put', 'it', 'on', 'for', 'me', '?']","['just', 'got', 'a', 'if', 'i', 'order', 'a', 'skin', 'would', 'you', 'guys', 'send', 'someone', 'out', 'to', 'put', 'it', 'on', 'for', 'me']","['got', 'order', 'skin', 'would', 'guys', 'send', 'someone', 'put']",got order skin would guys send someone put,0
7943,Unboxing of by https://t.co/XnyjFeECa4,1043166343699165184,Unboxing of by https://t.co/XnyjFeECa4,"['Unboxing', 'of', 'by', 'https', ':', '//t.co/XnyjFeECa4']","['unboxing', 'of', 'by', 'https', ':', '//t.co/xnyjfeeca4']","['unboxing', 'of', 'by', 'https', '//t.co/xnyjfeeca4']","['unboxing', '//t.co/xnyjfeeca4']",unboxing //t.co/xnyjfeeca4,0
3936,"RT Good evening, Jio and Apple fans. They’re here: 👍🌈💥⚡️ https://t.co/f5nCJTlhlk",1043454110857539586,"RT Good evening, Jio and Apple fans. they are here: 👍🌈💥⚡️ https://t.co/f5nCJTlhlk","['RT', 'Good', 'evening', ',', 'Jio', 'and', 'Apple', 'fans', '.', 'they', 'are', 'here', ':', '👍🌈💥⚡️', 'https', ':', '//t.co/f5nCJTlhlk']","['rt', 'good', 'evening', ',', 'jio', 'and', 'apple', 'fans', '.', 'they', 'are', 'here', ':', '👍🌈💥⚡️', 'https', ':', '//t.co/f5ncjtlhlk']","['rt', 'good', 'evening', 'jio', 'and', 'apple', 'fans', 'they', 'are', 'here', '👍🌈💥⚡️', 'https', '//t.co/f5ncjtlhlk']","['rt', 'good', 'evening', 'jio', 'apple', 'fans', '👍🌈💥⚡️', '//t.co/f5ncjtlhlk']",rt good evening jio apple fans 👍🌈💥⚡️ //t.co/f5ncjtlhlk,0
2443,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1043622226963128325,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
2889,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,1043575550936326144,RT Brand New iPhone XS MAX with faulty display. https://t.co/G7f…,"['RT', 'Brand', 'New', 'iPhone', 'XS', 'MAX', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/G7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', '.', 'https', ':', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'with', 'faulty', 'display', 'https', '//t.co/g7f…']","['rt', 'brand', 'new', 'iphone', 'xs', 'max', 'faulty', 'display', '//t.co/g7f…']",rt brand new iphone xs max faulty display //t.co/g7f…,0
10145,Apple iPhones delayed until possibly next week. Includes orders for retail pick up and delivery. Just go… https://t.co/5jL2e7kxQP,1043047428784455680,Apple iPhones delayed until possibly next week. Includes orders for retail pick up and delivery. Just go… https://t.co/5jL2e7kxQP,"['Apple', 'iPhones', 'delayed', 'until', 'possibly', 'next', 'week', '.', 'Includes', 'orders', 'for', 'retail', 'pick', 'up', 'and', 'delivery', '.', 'Just', 'go…', 'https', ':', '//t.co/5jL2e7kxQP']","['apple', 'iphones', 'delayed', 'until', 'possibly', 'next', 'week', '.', 'includes', 'orders', 'for', 'retail', 'pick', 'up', 'and', 'delivery', '.', 'just', 'go…', 'https', ':', '//t.co/5jl2e7kxqp']","['apple', 'iphones', 'delayed', 'until', 'possibly', 'next', 'week', 'includes', 'orders', 'for', 'retail', 'pick', 'up', 'and', 'delivery', 'just', 'go…', 'https', '//t.co/5jl2e7kxqp']","['apple', 'iphones', 'delayed', 'possibly', 'next', 'week', 'includes', 'orders', 'retail', 'pick', 'delivery', 'go…', '//t.co/5jl2e7kxqp']",apple iphones delayed possibly next week includes orders retail pick delivery go… //t.co/5jl2e7kxqp,0
3683,The iPhone Xs Max was not as big as I expected. I think I like the size more than the Xs tbh https://t.co/hc2NUAO7lw,1043486457803894784,The iPhone Xs Max was not as big as I expected. I think I like the size more than the Xs tbh https://t.co/hc2NUAO7lw,"['The', 'iPhone', 'Xs', 'Max', 'was', 'not', 'as', 'big', 'as', 'I', 'expected', '.', 'I', 'think', 'I', 'like', 'the', 'size', 'more', 'than', 'the', 'Xs', 'tbh', 'https', ':', '//t.co/hc2NUAO7lw']","['the', 'iphone', 'xs', 'max', 'was', 'not', 'as', 'big', 'as', 'i', 'expected', '.', 'i', 'think', 'i', 'like', 'the', 'size', 'more', 'than', 'the', 'xs', 'tbh', 'https', ':', '//t.co/hc2nuao7lw']","['the', 'iphone', 'xs', 'max', 'was', 'not', 'as', 'big', 'as', 'i', 'expected', 'i', 'think', 'i', 'like', 'the', 'size', 'more', 'than', 'the', 'xs', 'tbh', 'https', '//t.co/hc2nuao7lw']","['iphone', 'xs', 'max', 'big', 'expected', 'think', 'like', 'size', 'xs', 'tbh', '//t.co/hc2nuao7lw']",iphone xs max big expected think like size xs tbh //t.co/hc2nuao7lw,0
7171,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/54B5cMakJf,1043200253103616001,I Just Entered iPhone XS Max Giveaway. Details Here: https://t.co/54B5cMakJf,"['I', 'Just', 'Entered', 'iPhone', 'XS', 'Max', 'Giveaway', '.', 'Details', 'Here', ':', 'https', ':', '//t.co/54B5cMakJf']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', '.', 'details', 'here', ':', 'https', ':', '//t.co/54b5cmakjf']","['i', 'just', 'entered', 'iphone', 'xs', 'max', 'giveaway', 'details', 'here', 'https', '//t.co/54b5cmakjf']","['entered', 'iphone', 'xs', 'max', 'giveaway', 'details', '//t.co/54b5cmakjf']",entered iphone xs max giveaway details //t.co/54b5cmakjf,0
10724,RT Luxury Ultra Slim Shockproof Hybrid 360 Case Cover For Apple iPhone XS 8 7 Plus Weekend offer deli…,1042991493470814211,RT Luxury Ultra Slim Shockproof Hybrid 360 Case Cover For Apple iPhone XS 8 7 Plus Weekend offer deli…,"['RT', 'Luxury', 'Ultra', 'Slim', 'Shockproof', 'Hybrid', '360', 'Case', 'Cover', 'For', 'Apple', 'iPhone', 'XS', '8', '7', 'Plus', 'Weekend', 'offer', 'deli…']","['rt', 'luxury', 'ultra', 'slim', 'shockproof', 'hybrid', '360', 'case', 'cover', 'for', 'apple', 'iphone', 'xs', '8', '7', 'plus', 'weekend', 'offer', 'deli…']","['rt', 'luxury', 'ultra', 'slim', 'shockproof', 'hybrid', '360', 'case', 'cover', 'for', 'apple', 'iphone', 'xs', '8', '7', 'plus', 'weekend', 'offer', 'deli…']","['rt', 'luxury', 'ultra', 'slim', 'shockproof', 'hybrid', '360', 'case', 'cover', 'apple', 'iphone', 'xs', '8', '7', 'plus', 'weekend', 'offer', 'deli…']",rt luxury ultra slim shockproof hybrid 360 case cover apple iphone xs 8 7 plus weekend offer deli…,0
6526,RT Me waiting to see when my phone gets delivered today. https://t.co/GTneLho6bC,1043232724423606272,RT Me waiting to see when my phone gets delivered today. https://t.co/GTneLho6bC,"['RT', 'Me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', '.', 'https', ':', '//t.co/GTneLho6bC']","['rt', 'me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', '.', 'https', ':', '//t.co/gtnelho6bc']","['rt', 'me', 'waiting', 'to', 'see', 'when', 'my', 'phone', 'gets', 'delivered', 'today', 'https', '//t.co/gtnelho6bc']","['rt', 'waiting', 'see', 'phone', 'gets', 'delivered', 'today', '//t.co/gtnelho6bc']",rt waiting see phone gets delivered today //t.co/gtnelho6bc,0
408,Which new iPhone is the best? iPhone XS vs. iPhone XS Max vs. iPhone XR https://t.co/DuuqBCVYlB https://t.co/UHsBlAssqA,1043946360536539147,Which new iPhone is the best? iPhone XS vs. iPhone XS Max vs. iPhone XR https://t.co/DuuqBCVYlB https://t.co/UHsBlAssqA,"['Which', 'new', 'iPhone', 'is', 'the', 'best', '?', 'iPhone', 'XS', 'vs.', 'iPhone', 'XS', 'Max', 'vs.', 'iPhone', 'XR', 'https', ':', '//t.co/DuuqBCVYlB', 'https', ':', '//t.co/UHsBlAssqA']","['which', 'new', 'iphone', 'is', 'the', 'best', '?', 'iphone', 'xs', 'vs.', 'iphone', 'xs', 'max', 'vs.', 'iphone', 'xr', 'https', ':', '//t.co/duuqbcvylb', 'https', ':', '//t.co/uhsblassqa']","['which', 'new', 'iphone', 'is', 'the', 'best', 'iphone', 'xs', 'vs.', 'iphone', 'xs', 'max', 'vs.', 'iphone', 'xr', 'https', '//t.co/duuqbcvylb', 'https', '//t.co/uhsblassqa']","['new', 'iphone', 'best', 'iphone', 'xs', 'vs.', 'iphone', 'xs', 'max', 'vs.', 'iphone', 'xr', '//t.co/duuqbcvylb', '//t.co/uhsblassqa']",new iphone best iphone xs vs. iphone xs max vs. iphone xr //t.co/duuqbcvylb //t.co/uhsblassqa,0
1862,Just Pinned to Colorful: 4th Of July IPhone X / XS Case featuring the photograph Painted American Flag by Stefano S… https://t.co/C513Xgpwk9,1043710881874493440,Just Pinned to Colorful: 4th Of July IPhone X / XS Case featuring the photograph Painted American Flag by Stefano S… https://t.co/C513Xgpwk9,"['Just', 'Pinned', 'to', 'Colorful', ':', '4th', 'Of', 'July', 'IPhone', 'X', '/', 'XS', 'Case', 'featuring', 'the', 'photograph', 'Painted', 'American', 'Flag', 'by', 'Stefano', 'S…', 'https', ':', '//t.co/C513Xgpwk9']","['just', 'pinned', 'to', 'colorful', ':', '4th', 'of', 'july', 'iphone', 'x', '/', 'xs', 'case', 'featuring', 'the', 'photograph', 'painted', 'american', 'flag', 'by', 'stefano', 's…', 'https', ':', '//t.co/c513xgpwk9']","['just', 'pinned', 'to', 'colorful', '4th', 'of', 'july', 'iphone', 'x', 'xs', 'case', 'featuring', 'the', 'photograph', 'painted', 'american', 'flag', 'by', 'stefano', 's…', 'https', '//t.co/c513xgpwk9']","['pinned', 'colorful', '4th', 'july', 'iphone', 'x', 'xs', 'case', 'featuring', 'photograph', 'painted', 'american', 'flag', 'stefano', 's…', '//t.co/c513xgpwk9']",pinned colorful 4th july iphone x xs case featuring photograph painted american flag stefano s… //t.co/c513xgpwk9,0
14315,RT job fairy! we’re looking for some new part timers to help us handle the rush on and launch day https://…,1042444086865735680,RT job fairy! we are looking for some new part timers to help us handle the rush on and launch day https://…,"['RT', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', '!', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', ':', '//…']","['rt', 'job', 'fairy', 'we', 'are', 'looking', 'for', 'some', 'new', 'part', 'timers', 'to', 'help', 'us', 'handle', 'the', 'rush', 'on', 'and', 'launch', 'day', 'https', '//…']","['rt', 'job', 'fairy', 'looking', 'new', 'part', 'timers', 'help', 'us', 'handle', 'rush', 'launch', 'day', '//…']",rt job fairy looking new part timers help us handle rush launch day //…,0
4443,People are insane. There’s some going all the way to a ups shipping center and waiting in long lines just to get th… https://t.co/6E8823oI6R,1043381320926351360,People are insane. there is some going all the way to a ups shipping center and waiting in long lines just to get th… https://t.co/6E8823oI6R,"['People', 'are', 'insane', '.', 'there', 'is', 'some', 'going', 'all', 'the', 'way', 'to', 'a', 'ups', 'shipping', 'center', 'and', 'waiting', 'in', 'long', 'lines', 'just', 'to', 'get', 'th…', 'https', ':', '//t.co/6E8823oI6R']","['people', 'are', 'insane', '.', 'there', 'is', 'some', 'going', 'all', 'the', 'way', 'to', 'a', 'ups', 'shipping', 'center', 'and', 'waiting', 'in', 'long', 'lines', 'just', 'to', 'get', 'th…', 'https', ':', '//t.co/6e8823oi6r']","['people', 'are', 'insane', 'there', 'is', 'some', 'going', 'all', 'the', 'way', 'to', 'a', 'ups', 'shipping', 'center', 'and', 'waiting', 'in', 'long', 'lines', 'just', 'to', 'get', 'th…', 'https', '//t.co/6e8823oi6r']","['people', 'insane', 'going', 'way', 'ups', 'shipping', 'center', 'waiting', 'long', 'lines', 'get', 'th…', '//t.co/6e8823oi6r']",people insane going way ups shipping center waiting long lines get th… //t.co/6e8823oi6r,0
14737,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,1042413873301614593,RT Our biggest prize yet. VBI &amp; Vast are back with a HOT giveaway. Because you deserve all the nice things: 🎉 iPhone Xs…,"['RT', 'Our', 'biggest', 'prize', 'yet', '.', 'VBI', '&', 'amp', ';', 'Vast', 'are', 'back', 'with', 'a', 'HOT', 'giveaway', '.', 'Because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iPhone', 'Xs…']","['rt', 'our', 'biggest', 'prize', 'yet', '.', 'vbi', '&', 'amp', ';', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', '.', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', ':', '🎉', 'iphone', 'xs…']","['rt', 'our', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'are', 'back', 'with', 'a', 'hot', 'giveaway', 'because', 'you', 'deserve', 'all', 'the', 'nice', 'things', '🎉', 'iphone', 'xs…']","['rt', 'biggest', 'prize', 'yet', 'vbi', 'amp', 'vast', 'back', 'hot', 'giveaway', 'deserve', 'nice', 'things', '🎉', 'iphone', 'xs…']",rt biggest prize yet vbi amp vast back hot giveaway deserve nice things 🎉 iphone xs…,0
11136,Hello cheeky! https://t.co/vQ0sNSE2tj,1042921493603090433,Hello cheeky! https://t.co/vQ0sNSE2tj,"['Hello', 'cheeky', '!', 'https', ':', '//t.co/vQ0sNSE2tj']","['hello', 'cheeky', '!', 'https', ':', '//t.co/vq0snse2tj']","['hello', 'cheeky', 'https', '//t.co/vq0snse2tj']","['cheeky', '//t.co/vq0snse2tj']",cheeky //t.co/vq0snse2tj,0
8418,"Apple's strategy : first make you horny (with technology), then fucking you again and again (with price) https://t.co/KG6Nx9GS3G",1043146069402505216,"Apple's strategy : first make you horny (with technology), then fucking you again and again (with price) https://t.co/KG6Nx9GS3G","['Apple', ""'s"", 'strategy', ':', 'first', 'make', 'you', 'horny', '(', 'with', 'technology', ')', ',', 'then', 'fucking', 'you', 'again', 'and', 'again', '(', 'with', 'price', ')', 'https', ':', '//t.co/KG6Nx9GS3G']","['apple', ""'s"", 'strategy', ':', 'first', 'make', 'you', 'horny', '(', 'with', 'technology', ')', ',', 'then', 'fucking', 'you', 'again', 'and', 'again', '(', 'with', 'price', ')', 'https', ':', '//t.co/kg6nx9gs3g']","['apple', ""'s"", 'strategy', 'first', 'make', 'you', 'horny', 'with', 'technology', 'then', 'fucking', 'you', 'again', 'and', 'again', 'with', 'price', 'https', '//t.co/kg6nx9gs3g']","['apple', ""'s"", 'strategy', 'first', 'make', 'horny', 'technology', 'fucking', 'price', '//t.co/kg6nx9gs3g']",apple 's strategy first make horny technology fucking price //t.co/kg6nx9gs3g,0
2659,RT APPLE IPHONE XS 64GB just $1180! Get here: https://t.co/jQMP0YkbSL,1043597332011515904,RT APPLE IPHONE XS 64GB just $1180! Get here: https://t.co/jQMP0YkbSL,"['RT', 'APPLE', 'IPHONE', 'XS', '64GB', 'just', '$', '1180', '!', 'Get', 'here', ':', 'https', ':', '//t.co/jQMP0YkbSL']","['rt', 'apple', 'iphone', 'xs', '64gb', 'just', '$', '1180', '!', 'get', 'here', ':', 'https', ':', '//t.co/jqmp0ykbsl']","['rt', 'apple', 'iphone', 'xs', '64gb', 'just', '1180', 'get', 'here', 'https', '//t.co/jqmp0ykbsl']","['rt', 'apple', 'iphone', 'xs', '64gb', '1180', 'get', '//t.co/jqmp0ykbsl']",rt apple iphone xs 64gb 1180 get //t.co/jqmp0ykbsl,0
